"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"DNA barcoding of primates and the selection of molecular markers using African great apes as a model","https://scispace.com/paper/dna-barcoding-of-primates-and-the-selection-of-molecular-345u6wtaco","2020","","","Amy S Jackson
Vincent Nijman","10.4436/JASS.98017","https://www.researchgate.net/profile/Vincent-Nijman/publication/347932920_DNA_barcoding_of_primates_and_the_selection_of_molecular_markers_using_African_Great_Apes_as_a_model/links/604b27bc45851543166f466c/DNA-barcoding-of-primates-and-the-selection-of-molecular-markers-using-African-Great-Apes-as-a-model.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9","… Gene selection for evaluating species is therefore important as a genetic marker is required … infer phylogenies and divergence estimates among primate families, including Hominidae, …","Ambiguities within species description and identification may compromise research validity. Species identification has typically been based upon morphological characteristics, yet recent technological advances have led to identifications achieved via DNA approaches, including DNA barcoding. DNA barcoding studies typically use cytochrome c oxidase subunit I (COI) as the proposed universal molecular marker for animals. Here, we test 12 mitochondrial protein coding genes for the presence of a clear barcoding gap allowing us to unequivocally define species. Using the African Great Apes as our model group, we assess this at the species (Pan troglodytes), genus (Pan) and family (Hominidae) level. Based on 279 complete mitochondrial genomes, sequences were partitioned by gene for analysis and pairwise distances were calculated. No barcoding gap was observed at the within species level, i.e., the four recognised chimpanzee taxa were not distinguishable through DNA barcoding. However, NADH dehydrogenase subunit 5 (ND5) and cytochrome c oxidase subunit II (COII) produce the largest barcoding gaps at the genus (ND5 2%, COII 0.5%) and family (ND5 1.5%, COII 0.5%) level. Rather than focusing on COI, our analysis suggests that these two genes may be more, or at least as, appropriate markers in primate species delineation, with uses in the identification of extinct and extant species. Further use may be beneficial to taxonomists, providing additional evidence and new insights for these morphologically similar species."
"Whole-genome phylogeny of mammals: evolutionary information in genic and nongenic regions","https://scispace.com/paper/whole-genome-phylogeny-of-mammals-evolutionary-information-1gd49z8g6g","2009","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Gregory E. Sims
Se-Ran Jun
Guohong Albert Wu
Sung-Hou Kim","10.1073/PNAS.0909377106","https://www.pnas.org/doi/pdf/10.1073/pnas.0909377106","… Early constructions of mammal gene-based phylogenies exclusively used multiple … These examples illustrate that gene-selection bias can alter the resultant phylogeny. The phylogenies …","Ten complete mammalian genome sequences were compared by using the ""feature frequency profile"" (FFP) method of alignment-free comparison. This comparison technique reveals that the whole nongenic portion of mammalian genomes contains evolutionary information that is similar to their genic counterparts--the intron and exon regions. We partitioned the complete genomes of mammals (such as human, chimp, horse, and mouse) into their constituent nongenic, intronic, and exonic components. Phylogenic species trees were constructed for each individual component class of genome sequence data as well as the whole genomes by using standard tree-building algorithms with FFP distances. The phylogenies of the whole genomes and each of the component classes (exonic, intronic, and nongenic regions) have similar topologies, within the optimal feature length range, and all agree well with the evolutionary phylogeny based on a recent large dataset, multispecies, and multigene-based alignment. In the strictest sense, the FFP-based trees are genome phylogenies, not species phylogenies. However, the species phylogeny is highly related to the whole-genome phylogeny. Furthermore, our results reveal that the footprints of evolutionary history are spread throughout the entire length of the whole genome of an organism and are not limited to genes, introns, or short, highly conserved, nongenic sequences that can be adversely affected by factors (such as a choice of sequences, homoplasy, and different mutation rates) resulting in inconsistent species phylogenies."
"DNA barcoding: how it complements taxonomy, molecular phylogenetics and population genetics","https://scispace.com/paper/dna-barcoding-how-it-complements-taxonomy-molecular-pq6hn8zzp3","2007","Journal Article","Trends in Genetics","Mehrdad Hajibabaei
Gregory A. C. Singer
Paul D. N. Hebert
Donal A. Hickey","10.1016/J.TIG.2007.02.001","https://www.academia.edu/download/46266171/Hajibabaei-barcoding_20how_20it_20complements.pdf","… A typical molecular phylogenetics project involves a primary decision in relation to the target … Until recently, gene selection was largely restricted to easy-to-sequence and universal …",""
"Genome sequence of the basal haplorrhine primate Tarsius syrichta reveals unusual insertions","https://scispace.com/paper/genome-sequence-of-the-basal-haplorrhine-primate-tarsius-5de050vuef","2016","Journal Article","Nature Communications","Jürgen Schmitz
Angela Noll
Angela Noll
Carsten A. Raabe
Gennady Churakov
Reinhard Voss
Martin Kiefmann
Timofey S. Rozhdestvensky
Jürgen Brosius
Robert Baertsch
Hiram Clawson
Christian Roos
Aleksey V. Zimin
Patrick Minx
Michael J. Montague
Richard K. Wilson
Wesley C. Warren","10.1038/NCOMMS12997","https://www.nature.com/articles/ncomms12997.pdf","… , then reveal tarsier-specific, positive gene selection and posit population size changes over … here will aid efforts to more fully understand the ancient characteristics of primate genomes. …","Tarsiers are phylogenetically located between the most basal strepsirrhines and the most derived anthropoid primates. While they share morphological features with both groups, they also possess uncommon primate characteristics, rendering their evolutionary history somewhat obscure. To investigate the molecular basis of such attributes, we present here a new genome assembly of the Philippine tarsier (Tarsius syrichta), and provide extended analyses of the genome and detailed history of transposable element insertion events. We describe the silencing of Alu monomers on the lineage leading to anthropoids, and recognize an unexpected abundance of long terminal repeat-derived and LINE1-mobilized transposed elements (Tarsius interspersed elements; TINEs). For the first time in mammals, we identify a complete mitochondrial genome insertion within the nuclear genome, then reveal tarsier-specific, positive gene selection and posit population size changes over time. The genomic resources and analyses presented here will aid efforts to more fully understand the ancient characteristics of primate genomes."
"Molecular phylogenetics of the rhinoceros clade and evolution of UCP1 transcriptional regulatory elements across the mammalian phylogeny","https://scispace.com/paper/molecular-phylogenetics-of-the-rhinoceros-clade-and-1wq2ojr713","2017","Dissertation","","Michael J. Gaudry","","https://mspace.lib.umanitoba.ca/bitstream/1993/32525/1/Gaudry_Michael.pdf","… Furthermore, I investigated thermogenic UCP1 transcriptional regulators among 139 mammal species, expecting deleterious mutations in eutherians possessing UCP1 pseudogenes …",""
"Phylogenomic resolution of the phylogeny of laurasiatherian mammals: exploring phylogenetic signals within coding and noncoding sequences","https://scispace.com/paper/phylogenomic-resolution-of-the-phylogeny-of-laurasiatherian-rnxuyfc7o5","2017","Journal Article","Genome Biology and Evolution","Meng-Yun Chen
Dan Liang
Peng Zhang","10.1093/GBE/EVX147","https://academic.oup.com/gbe/article-pdf/9/8/1998/22892892/evx147.pdf","… The interordinal relationships of Laurasiatherian mammals are currently one of the most controversial questions in mammalian phylogenetics. Previous studies mainly relied on coding …","The interordinal relationships of Laurasiatherian mammals are currently one of the most controversial questions in mammalian phylogenetics. Previous studies mainly relied on coding sequences (CDS) and seldom used noncoding sequences. Here, by data mining public genome data, we compiled an intron data set of 3,638 genes (all introns from a protein-coding gene are considered as a gene) (19,055,073 bp) and a CDS data set of 10,259 genes (20,994,285 bp), covering all major lineages of Laurasiatheria (except Pholidota). We found that the intron data contained stronger and more congruent phylogenetic signals than the CDS data. In agreement with this observation, concatenation and species-tree analyses of the intron data set yielded well-resolved and identical phylogenies, whereas the CDS data set produced weakly supported and incongruent results. Further analyses showed that the phylogeny inferred from the intron data is highly robust to data subsampling and change in outgroup, but the CDS data produced unstable results under the same conditions. Interestingly, gene tree statistical results showed that the most frequently observed gene tree topologies for the CDS and intron data are identical, suggesting that the major phylogenetic signal within the CDS data is actually congruent with that within the intron data. Our final result of Laurasiatheria phylogeny is (Eulipotyphla,((Chiroptera, Perissodactyla),(Carnivora, Cetartiodactyla))), favoring a close relationship between Chiroptera and Perissodactyla. Our study 1) provides a well-supported phylogenetic framework for Laurasiatheria, representing a step towards ending the long-standing ""hard"" polytomy and 2) argues that intron within genome data is a promising data resource for resolving rapid radiation events across the tree of life."
"Organelle genomes as universal standard for phylogenetics: a sociotechnical perspective","https://scispace.com/paper/tLujRNoZShsJ","","","","S Lee
D Chesters
AP Vogler","","","Assembling a densely sampled tree-of-life from genomic data requires the integration of disparate studies in phylogenetics, genomics, and ecology. Currently, we lack agreement on a …",""
"What is an “arachnid”? Consensus, consilience, and confirmation bias in the phylogenetics of Chelicerata","https://scispace.com/paper/what-is-an-arachnid-consensus-consilience-and-confirmation-1trhmty0wr","2021","Journal Article","Diversity","Prashant P. Sharma
Jesús A. Ballesteros
Carlos E. Santibáñez-López","10.3390/D13110568","","… phylogenetically informed orthology criteria for gene selection could not replicate this signal … [86] examined patterns of homoplasy in a mammal dataset of 3414 parsimony informative …","The basal phylogeny of Chelicerata is one of the opaquest parts of the animal Tree of Life, defying resolution despite application of thousands of loci and millions of sites. At the forefront of the debate over chelicerate relationships is the monophyly of Arachnida, which has been refuted by most analyses of molecular sequence data. A number of phylogenomic datasets have suggested that Xiphosura (horseshoe crabs) are derived arachnids, refuting the traditional understanding of arachnid monophyly. This result is regarded as controversial, not least by paleontologists and morphologists, due to the widespread perception that arachnid monophyly is unambiguously supported by morphological data. Moreover, some molecular datasets have been able to recover arachnid monophyly, galvanizing the belief that any result that challenges arachnid monophyly is artefactual. Here, we explore the problems of distinguishing phylogenetic signal from noise through a series of in silico experiments, focusing on datasets that have recently supported arachnid monophyly. We assess the claim that filtering by saturation rate is a valid criterion for recovering Arachnida. We demonstrate that neither saturation rate, nor the ability to assemble a molecular phylogenetic dataset supporting a given outcome with maximal nodal support, is a guarantor of phylogenetic accuracy. Separately, we review empirical morphological phylogenetic datasets to examine characters supporting Arachnida and the downstream implication of a single colonization of terrestrial habitats. We show that morphological support of arachnid monophyly is contingent upon a small number of ambiguous or incorrectly coded characters, most of these tautologically linked to adaptation to terrestrial habitats."
"Evolutionary history of the Nesophontidae, the last unplaced recent mammal family","https://scispace.com/paper/evolutionary-history-of-the-nesophontidae-the-last-unplaced-2g5ad7ba0f","2016","Journal Article","Molecular Biology and Evolution","Selina Brace
Jessica A. Thomas
Love Dalén
Joachim Burger
Ross D. E. MacPhee
Ian Barnes
Samuel T. Turvey","10.1093/MOLBEV/MSW186","https://academic.oup.com/mbe/article-pdf/33/12/3095/17473985/msw186.pdf","… Nesophontidae, a family of morphologically plesiomorphic lipotyphlan insectivores with no consensus on their evolutionary affinities, and which constitute the only major recent mammal …","The mammalian evolutionary tree has lost several major clades through recent human-caused extinctions. This process of historical biodiversity loss has particularly affected tropical island regions such as the Caribbean, an area of great evolutionary diversification but poor molecular preservation. The most enigmatic of the recently extinct endemic Caribbean mammals are the Nesophontidae, a family of morphologically plesiomorphic lipotyphlan insectivores with no consensus on their evolutionary affinities, and which constitute the only major recent mammal clade to lack any molecular information on their phylogenetic placement. Here, we use a palaeogenomic approach to place Nesophontidae within the phylogeny of recent Lipotyphla. We recovered the near-complete mitochondrial genome and sequences for 17 nuclear genes from a ∼750-year-old Hispaniolan Nesophontes specimen, and identify a divergence from their closest living relatives, the Solenodontidae, more than 40 million years ago. Nesophontidae is thus an older distinct lineage than many extant mammalian orders, highlighting not only the role of island systems as ""museums"" of diversity that preserve ancient lineages, but also the major human-caused loss of evolutionary history."
"Discovery and verification of functional single nucleotide polymorphisms in regulatory genomic regions: current and developing technologies","https://scispace.com/paper/discovery-and-verification-of-functional-single-nucleotide-4mbgtxtyu5","2008","Journal Article","Mutation Research-reviews in Mutation Research","Brian N. Chorley
Xuting Wang
Michelle R. Campbell
Gary S. Pittman
Maher A. Noureddine
Douglas A. Bell","10.1016/J.MRREV.2008.05.001","https://pmc.ncbi.nlm.nih.gov/articles/PMC2676583/pdf/nihms65578.pdf","The most common form of genetic variation, single nucleotide polymorphisms or SNPs, can affect the way an individual responds to the environment and modify disease risk. Although …","The most common form of genetic variation, single nucleotide polymorphisms or SNPs, can affect the way an individual responds to the environment and modify disease risk. Although most of the millions of SNPs have little or no effect on gene regulation and protein activity, there are many circumstances where base changes can have deleterious effects. Non-synonymous SNPs that result in amino acid changes in proteins have been studied because of their obvious impact on protein activity. It is well known that SNPs within regulatory regions of the genome can result in disregulation of gene transcription. However, the impact of SNPs located in putative regulatory regions, or rSNPs, is harder to predict for two primary reasons. First, the mechanistic roles of non-coding genomic sequence remain poorly defined. Second, experimental validation of the functional consequences of rSNPs is often slow and laborious. In this review, we summarize traditional and novel methodologies for candidate rSNPs selection, in particular in silico techniques that aid in candidate rSNP selection. Additionally we will discuss molecular biological techniques that assess the impact of rSNPs on binding of regulatory machinery, as well as functional consequences on transcription. Standard techniques such as EMSA and luciferase reporter constructs are still widely used to assess effects of rSNPs on binding and gene transcription; however, these protocols are often bottlenecks in the discovery process. Therefore, we highlight novel and developing high-throughput protocols that promise to aid in shortening the process of rSNP validation. Given the large amount of genomic information generated from a multitude of re-sequencing and genome-wide SNP array efforts, future focus should be to develop validation techniques that will allow greater understanding of the impact these polymorphisms have on human health and disease."
