"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Selecting ribosomal protein genes for invertebrate phylogenetic inferences: how many genes to resolve the Mollusca?","https://scispace.com/paper/selecting-ribosomal-protein-genes-for-invertebrate-j0a963pngk","2011","Journal Article","Methods in Ecology and Evolution","Achim Meyer
Alexander Witek
Bernhard Lieb","10.1111/J.2041-210X.2010.00052.X","https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.2041-210X.2010.00052.x","… phylogenetics, despite limited taxon sampling. To facilitate broad taxon representation on an economically tolerable level, we optimize the gene selection … method of gene selection we …","Summary


1. Multi-gene analyses are currently the gold standard in phylogenetics, despite limited taxon sampling. To facilitate broad taxon representation on an economically tolerable level, we optimize the gene selection for future PCR-based sampling strategies.



2. Highly expressed ribosomal proteins (RP) were sampled chiefly for molluscs, the second largest metazoan phylum with largely unknown internal relationships. Thirty-two new sequences for Lepidochitona cinerea (Polyplacophora) were integrated into a data-matrix of 79 RP genes, comprising 16 mollusc species (five classes). The resulting maximum likelihood tree was used to evaluate each single-gene tree according to its topological fit. Genes were sorted in ascending order, successively concatenated and then evaluated.



3. The most efficient sub-alignment consists of 18 selected genes. All analyses reveal the Mollusca as monophyletic. The phylogenetic utility of the selected and concatenated 18 ribosomal genes is comparable to results from phylogenomic analyses.



4. This optimized data set can be assembled using PCR methods and will allow expanding the taxon coverage in deep molluscan phylogeny far beyond the current sampling."
"Primate phylogeny: molecular evidence for a pongid clade excluding humans and a prosimian clade containing tarsiers","https://scispace.com/paper/primate-phylogeny-molecular-evidence-for-a-pongid-clade-2mnvh71xt7","2009","Journal Article","Nature Precedings","Shi Huang","10.1038/NPRE.2009.3794.1","https://www.nature.com/articles/npre.2009.3794.1.pdf","… Here, molecular data were analyzed based on the MGD to resolve key questions of primate … The validity and internal coherence of the primate phylogeny here were independently …","Interpretations of molecular data by the modern evolution theory are often sharply inconsistent with paleontological results This is to be expected since the theory is only true for microevolution and yet fossil records are mostly about macroevolution The maximum genetic diversity (MGD) hypothesis is a more coherent and complete account of evolution that has yet to meet a single contradiction Here, molecular data were analyzed based on the MGD to resolve key questions of primate phylogeny A new method was developed from a novel result predicted by the MGD: genetic non-equidistance to a simpler taxon only in slow but not in fast evolving sequences given non-equidistance in time This ‘slow clock’ method showed that humans are genetically more distant to orangutans than African apes are and separated from the pongid clade (containing orangutan and African apes) 173 million years ago Also, tarsiers are genetically closer to lorises than simian primates are, suggesting a tarsier-loris clade to the exclusion of simian primates The validity and internal coherence of the primate phylogeny here were independently verified The molecular split time of human and pongid calibrated from the fossil record of gorilla, or the fossil times for the radiation of anthropoids/mammals at the K/T boundary and for the Eutheria-Metatheria split in the Early Cretaceous, were independently confirmed from molecular dating calibrated using the fossil split times of tarsier-loris and two other pairs of mammals (mouse-rat and opossum-kangaroo) This remarkable and unprecedented concordance between molecules and fossils provides the latest confirmation of the inseparable unity of genotype and phenotype and the unmatched value of MGD in a coherent interpretation of life history"
"The Tree with Many Branches: A Collection of Essays in Computational Phylogenetics","https://scispace.com/paper/VMXp0_odHTsJ","","","","T Rodriguez","","","… By reconstructing a large-scale phylogeny based on mitochondrial biomarkers, I seek to reaffirm models of mammal class diversification among lineages that endured through the KT …",""
"Mitochondrial DNA for phylogeny building: Assessing individual and grouped mtGenes as proxies for the mtGenome in platyrrhines","https://scispace.com/paper/mitochondrial-dna-for-phylogeny-building-assessing-ewftrfgprk7f","2025","Journal Article","American Journal of Primatology","Natalie Finnegan
J. W. Lynch","10.1002/ajp.70017","https://onlinelibrary.wiley.com/doi/pdf/10.1002/ajp.70017","… building in other platyrrhine families or in primate clades with a similar divergence date. We … combinations we found here are applicable to other primate clades, it would be useful to …",""
"Analysis of selective pressure and physicochemical properties of the cytochrome c oxidase subunit I gene in Eothenomys miletus","https://scispace.com/paper/analysis-of-selective-pressure-and-physicochemical-zht2cp65lo3z","2025","Journal Article","Life research","Lijuan Cao
Tong‐Tong Gu
Wanlong Zhu","10.53388/lr20250024","https://www.tmrjournals.com/public/articlePDF/20250901/60072a9564885aab7ec8f5da3dd2d001.pdf","… This area is renowned for its substantial diversity of mammal … In panda phylogenetics, COX1 supports the panda as sister … properties of proteins and gene selection pressure analysis. …","Background: A thorough examination of the physicochemical properties, higher-order structure, subcellular localization, and selective pressure of the cytochrome c oxidase subunit I (COX1) protein of the endemic species Eothenomys miletus (E. miletus) in the Hengduan Mountains provides further insights into molecular characteristics and function of the COX1 gene in E. miletus . Method: The physicochemical properties and higher-order structure of the COX1 protein of E. miletus were analyzed using bioinformatics software. Subsequently, a phylogenetic tree was constructed using Mega 7.0 software based on the COX1 gene from 19 species of the Arvicolinae subfamily and 3 species of the Muridae. Selection pressure analysis was performed using the PAML 4.7 software and the Datamonkey online website. Results: The COX1 protein of E. miletus comprises/consists of 514 amino acids, with leucine (Leu/L) being the most prevalent amino acid (11.5%). This hydrophilic protein contains 42 phosphorylation sites and 4 N-glycosylation sites. It possesses a transmembrane domain and lacks signal peptide distribution, thus classifying it as a non-GPI-anchored protein. The secondary structure of the COX1 protein consists of α-helices (36.77%), random coils (33.85%), and extended chains, a composition consistent with/findings that align with its tertiary structure. Significant genetic differentiation exists among species within the Arvicolinae subfamily, a finding consistent with morphological identification results. The COX1 gene in Arvicolinae species exhibits purifying selection. Conclusion: This study analyzed the physicochemical properties of the COX1 protein in E. miletus . Phylogenetic and selection pressure analyses reveal significant genetic divergence among Arvicolinae species, and demonstrate that the COX1 gene is evolutionarily conserved within the Arvicolinae subfamily."
"Phylogenetics and computational biology of multigene families","https://scispace.com/paper/phylogenetics-and-computational-biology-of-multigene-386hd4jnqa","2007","Book Chapter","","Pietro Liò
Matteo Brilli
Renato Fani","10.1007/978-3-540-35306-5_9","","This chapter introduces the study of the major evolutionary forces operating in large gene families. The reconstruction of duplication history and phylogenetic analysis provide an …","This chapter introduces the study of the major evolutionary forces operating in large gene families. The reconstruction of duplication history and phylogenetic analysis provide an interpretative framework of the evolution of multigene families. We present here two case studies, the first coming from Eukaryotes (chemokine receptors) and the second from Prokaryotes (TIM barrel proteins), showing how functional and structural constraints have shaped gene duplication events."
"Six new reference-quality bat genomes illuminate the molecular basis and evolution of bat adaptations","https://scispace.com/paper/six-new-reference-quality-bat-genomes-illuminate-the-3bawkemwih","2019","Posted Content","bioRxiv","David Jebb
Zixia Huang
Martin Pippel
Graham M. Hughes
Ksenia Lavrichenko
Paolo Devanna
Sylke Winkler
Lars S. Jermiin
Lars S. Jermiin
Emilia C. Skirmuntt
Aris Katzourakis
Lucy Burkitt-Gray
David A. Ray
Kevin A.M. Sullivan
Juliana G. Roscito
Bogdan M. Kirilenko
Liliana M. Dávalos
Angelique Corthals
Megan L. Power
Gareth Jones
Roger D. Ransome
Dina Dechmann
Dina Dechmann
Dina Dechmann
Andrea G. Locatelli
Sébastien J. Puechmaille
Sébastien J. Puechmaille
Olivier Fedrigo
Erich D. Jarvis
Erich D. Jarvis
Mark S. Springer
Michael Hiller
Sonja C. Vernes
Eugene W. Myers
Eugene W. Myers
Emma C. Teeling","10.1101/836874","https://www.biorxiv.org/content/10.1101/836874.full.pdf","… This is perhaps the most challenging interordinal problem in placental mammal phylogenetics, as multiple phylogenetic and systematic investigations using large nucleotide and …","Bats account for ~20% of all extant mammal species and are considered exceptional given their extraordinary adaptations, including biosonar, true flight, extreme longevity, and unparalleled immune systems. To understand these adaptations, we generated reference-quality genomes of six species representing the key divergent lineages. We assembled these genomes with a novel pipeline incorporating state-of-the-art long-read and long-range sequencing and assembly techniques. The genomes were annotated using a maximal evidence approach, de novo predictions, protein/mRNA alignments, Iso-seq long read and RNA-seq short read transcripts, and gene projections from our new TOGA pipeline, retrieving virtually all (>99%) mammalian BUSCO genes. Phylogenetic analyses of 12,931 protein coding-genes and 10,857 conserved non-coding elements identified across 48 mammalian genomes helped to resolve bats’ closest extant relatives within Laurasiatheria, supporting a basal position for bats within Scrotifera. Genome-wide screens along the bat ancestral branch revealed (a) selection on hearing-involved genes (e.g LRP2, SERPINB6, TJP2), which suggest that laryngeal echolocation is a shared ancestral trait of bats; (b) selection (e.g INAVA, CXCL13, NPSR1) and loss of immunity related proteins (e.g. LRRC70, IL36G), including pro-inflammatory NF-kB signalling; and (c) expansion of the APOBEC family, associated with restricting viral infection, transposon activity and interferon signalling. We also identified unique integrated viruses, indicating that bats have a history of tolerating viral pathogens, lethal to other mammal species. Non-coding RNA analyses identified variant and novel microRNAs, revealing regulatory relationships that may contribute to phenotypic diversity in bats. Together, our reference-quality genomes, high-quality annotations, genome-wide screens and in-vitro tests revealed previously unknown genomic adaptations in bats that may explain their extraordinary traits."
"Mitochondrial DNA for phylogeny building: Assessing individual and grouped mtGenes as proxies for the mtGenome in platyrrhine clades","https://scispace.com/paper/QdT-WYonqSwJ","","","","N Finnegan","","https://escholarship.org/content/qt4vf7r8mw/qt4vf7r8mw.pdf","… in the context of primate phylogeny building in comparison to the … mtGenome sequences in primate phylogenetic analyses as … demography, and species delimitation of the Alouatta …",""
"Understanding evolutionary history using molecular phylogenetics: From genes to genomes","https://scispace.com/paper/understanding-evolutionary-history-using-molecular-5ekzvlaqrw","2011","","","Xiaofan Zhou","","https://etda.libraries.psu.edu/files/final_submissions/6700","… phylogenetics is a powerful tool for deciphering the history of life on earth. The development of molecular phylogenetics and the … the use of molecular phylogenetics in studying various …",""
"Phylogenetics, Population Genetics, and Evolution of the Mallard Complex","https://scispace.com/paper/phylogenetics-population-genetics-and-evolution-of-the-3xbf1afdum","2014","","","Philip Lavretsky","","https://corescholar.libraries.wright.edu/cgi/viewcontent.cgi?article=2498&context=etd_all","Speciation is primarily regarded as an ancestral split that results in two distinct taxonomic units, and proceeds in stages along a continuum from initiation (ie, population divergence) to …","............................................................................................................"
