"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"The galagines of South Africa","https://scispace.com/paper/HGRYYqIbQkoJ","","","","GA Doyle
SK Bearder","","","… Galago crassicaudatus and Galago senegalensis, the thick-tailed bushbaby and the lesser bushbaby… As for the other primates indigenous to southern Africa, man is the greatest threat to …",""
"Population and genetic structure of a male-dispersing strepsirrhine, Galago moholi (Primates, Galagidae), from northern South Africa, inferred from mitochondrial …","https://scispace.com/paper/N-veo_8a5NEJ","","","","MA Phukuntsi
M Du Plessis
DL Dalton
R Jansen","","https://par.nsf.gov/servlets/purl/10495531","… The habitats of Galago moholi are suspected to be largely … Here we estimate the genetic diversity and connectivity of populations of G… moholi in southern Africa using genetic tools. More …",""
"A new galago species for South Africa (Primates: Strepsirhini: Galagidae)","https://scispace.com/paper/a-new-galago-species-for-south-africa-primates-strepsirhini-3g1xv05v6b","2016","Journal Article","African Zoology","Fabien Génin
Ayabulela Yokwana
Nokuthula Kom
Sébastien Couette
Thibault Dieuleveut
Stephen D. Nash
Judith C. Masters","10.1080/15627020.2016.1232602","https://sebastiencouette.wordpress.com/wp-content/uploads/2016/10/genin-et-al-2016-galagidae.pdf","… lesser galago (Galago moholi). Here we report the positive identification of a third galago species within South Africa's borders: the Mozambique dwarf galago or Grant's galago, …","The primate fauna of South Africa has historically been viewed as comprising three diurnal cercopithecoid taxa — chacma baboons (Papio ursinus), vervet (Chlorocebus pygerythrus) and samango monkeys (Cercopithecus albogularis) — and two nocturnal lorisoid species — the thick-tailed greater galago (Otolemur crassicaudatus) and the southern lesser galago (Galago moholi). Here we report the positive identification of a third galago species within South Africa's borders: the Mozambique dwarf galago or Grant's galago, Galagoides granti (Thomas and Wroughton, 1907). The taxon was previously held to be restricted to Mozambique, eastern Zimbabwe, Malawi and Tanzania, but we have also observed it in the sand forest of Tembe Elephant Park and the Tshanini Community Reserve, near the Mozambique border. The species was formerly mistaken for Galago moholi, erroneously (we believe) extending the range of the latter species into northern KwaZulu-Natal. In South Africa the two small galagos are unlikely to have overlappin..."
"Population genetic structure of the thick-tailed bushbaby (Otolemur crassicaudatus) from the Soutpansberg Mountain range, Northern South Africa, based on four …","https://scispace.com/paper/WRyFXc__IbwJ","","","","MA Phukuntsi
M Du Plessis
DL Dalton","","https://par.nsf.gov/servlets/purl/10147677","… southern Africa, with northern and eastern South Africa representing the species’ most southerly distribution. Greater bushbabies … into the mitochondrial genetic diversity of a continental …",""
"Hard ticks (Acari: Ixodidae) parasitizing bushbabies (Mammalia: Galagidae) in a biodiversity hotspot of northern South Africa","https://scispace.com/paper/hard-ticks-acari-ixodidae-parasitizing-bushbabies-mammalia-33jhf3uowq","2024","Journal Article","Ticks and Tick-borne Diseases","Ali Halajian
Frank P. Cuozzo
Heloise Heyne
Michelle L. Sauther
Birthe Linden
Jabu Linden
Adrian SW. Tordiffe
K. M. Rampedi
Sándor Hornok","10.1016/j.ttbdis.2024.102313","https://www.sciencedirect.com/science/article/am/pii/S1877959X24000062","… (46 % of the bushbabies), followed by … of bushbabies, thus no predilection site was noted. In conclusion, while previously only three ixodid species were known to infest bushbabies in …","South Africa has six species of primates, three of which are bushbabies (family Galagidae). Very little information is available on their parasites due to the lack of longitudinal studies, although Rhipicephalus appendiculatus, Amblyomma hebraeum and Haemaphysalis elliptica were previously reported from the brown greater galago (Otolemur crassicaudatus) in South Africa. During 2014–2019, 83 O. crassicaudatus (70 live-trapped and 13 deceased animals) were checked for the presence of hard ticks, all from Limpopo Province, South Africa. Seventy-three of 83 (88 %) galagos were found to be tick-infested. Among ixodid genera, Haemaphysalis had the highest prevalence (46 % of the bushbabies), followed by Rhipicephalus (25 %) and Ixodes (18 %). In total, ten tick species were identified. Importantly, all infestations were monospecific. Ticks occurred on various body parts of bushbabies, thus no predilection site was noted. In conclusion, while previously only three ixodid species were known to infest bushbabies in South Africa, the present study showed that these animals can be parasitized by a much broader range of hard ticks. "
"Dietary preferences and behaviour of the Southern Lesser Bushbaby Galago moholi (Loriformes: Galagidae) foraging at an entomological light trap","https://scispace.com/paper/dietary-preferences-and-behaviour-of-the-southern-lesser-671ywh6uxntf","2025","Journal Article","","Jamie C. Weir","10.32942/x2q64q","https://ecoevorxiv.org/repository/object/10158/download/18798/","The Southern Lesser Bushbaby Galago moholi is a small, nocturnal, strepsirrhine primate, native to Sub-Saharan Africa. Previously considered a strict dietary specialist on tree …","The Southern Lesser Bushbaby Galago moholi is a small, nocturnal, strepsirrhine primate, native to Sub-Saharan Africa. Previously considered a strict dietary specialist on tree exudates and insects, recent observations have revealed hitherto unappreciated plasticity in its feeding behaviour, encompassing fruits and even small vertebrates. While arthropods are an important seasonal component of the diet of this species, we still have little idea of the types of insect prey taken in nature, or the extent of any preferences among arthropod taxa. Here, I document behavioural observations made of G. moholi foraging at a moth trapping light on two occasions in November 2024 in Limpopo (Republic of South Africa), including details of feeding preferences and previously undocumented foraging vocalisations. To understand species-level preferences among potential insect prey, I presented an individual G. moholi with various prey types and recorded which were consumed. In addition, using male Driver Ants Dorylus helvolus, I experimentally manipulated prey items to gauge the relative importance of prey appearance, movement, and sound in determining their attractiveness to G. moholi. Lepidoptera were strongly favoured among available prey options, with increased discrimination applied to other groups such as Coleoptera and Hemiptera. Both sound and movement were important in attracting attention and predation from G. moholi. Although limited by low replication, these observations are the first to document species-level discrimination and preferences among a wide range of insect prey in wild G. moholi. Building a clearer picture of the dietary ecology of this species is vital for its conservation, and for better understanding its functional role in woodland food-webs. Future studies should seek to employ more systemic experimental approaches on captive and wild individuals (i) to clarify the traits that make different arthropod taxa suitable/attractive prey for this species, and (ii) to further explore the sensory ecology of G. moholi foraging, particularly the relative role of vision and audition. "
"Surviving the Cold, Dry Period in Africa: Behavioral Adjustments as an Alternative to Heterothermy in the African Lesser Bushbaby (Galago moholi)","https://scispace.com/paper/surviving-the-cold-dry-period-in-africa-behavioral-2npdwvoixy","2013","Journal Article","International Journal of Primatology","Julia Nowack
Marta Wippich
Nomakwezi Mzilikazi
Kathrin H. Dausmann","10.1007/S10764-012-9646-8","https://www.academia.edu/download/40607743/Surviving_the_Cold_Dry_Period_in_Africa_20151203-16020-1922rfk.pdf","… Recently, it has been shown that the closely related bushbaby, Galago moholi, is … Galago moholi is a small (ca. 200 g) nocturnal primate that lives in dry woodlands of Southern Africa, …","Behavioral and physiological adaptations are common and successful strategies used by small endothermic species to adjust to unfavorable seasons. Physiological adaptations, such as heterothermy, e.g., torpor, are usually thought to be more effective energy-saving strategies than behavioral adjustments. The African lesser bushbaby, Galago moholi, is physiologically capable of torpor but expresses heterothermy only under conditions of extreme energy limitation, suggesting that it has evolved alternative strategies to compensate energetic bottlenecks. We hypothesized that Galagomoholi survives the unfavorable winter period, without —or only rarely— employing torpid phases to save energy, by using behavioral thermoregulation. We compared the ecology and behavior of Galago moholi in summer and winter by telemetric tracking and examined food availability by determination of arthropod and gum availability. We found a significant increase in huddling behavior and a significant increase in the use of enclosed and insulated sleeping sites during winter, as well as a reduction in nightly activity. Galago moholi hunted for insects significantly less in winter than in summer, and increased gum intake in winter, when gum showed an increase in energy content. The availability of high-quality food, albeit in low quantities, presumably enables Galago moholi to stay normothermic throughout the cold, dry period and to focus on reproduction activities. We propose that Galago moholi favors ecological and behavioral adjustments over torpor because these are sufficient to meet energy requirements of this species, and their advantages (flexibility, unrestricted activity, and reproduction) outweigh the energetic benefits of heterothermy."
"Nonshivering thermogenesis in the African lesser bushbaby, Galago moholi","https://scispace.com/paper/nonshivering-thermogenesis-in-the-african-lesser-bushbaby-572vs0iro7","2013","Journal Article","The Journal of Experimental Biology","Julia Nowack
Kathrin H. Dausmann
Nomakwezi Mzilikazi","10.1242/JEB.089433","http://researchonline.ljmu.ac.uk/id/eprint/14948/1/Nowack%20et%20al.%202013.%20Nonshivering%20thermogenesis%20in%20the%20African%20leseer%20bushbaby%2C%20G.%20moholi.pdf","… The African lesser bushbaby (Galago moholi Smith 1836) is a small (~200 g), nocturnal primate that inhabits highly seasonal habitats in southern Africa and only enters torpid states as …","SUMMARY The capacity for nonshivering thermogenesis (NST) plays an important role during arousal from torpid states. Recent data on heterotherms inhabiting warmer regions, however, suggest that passive rewarming reduces the need of metabolic heat production during arousal significantly, leading to the question: to what extent do subtropical or tropical heterotherms depend on NST? The African lesser bushbaby, Galago moholi , enters torpid states as an emergency response only, but otherwise stays normothermic throughout the cold and dry winter season. In addition, this species shows unusual rewarming difficulties during arousal from torpor on cold days. We therefore examined the seasonal adjustments of the capacity for NST of naturally acclimatized G. moholi by stimulation with noradrenaline (NA) injection. Dissection of two adult female bushbabies revealed that G. moholi possesses brown adipose tissue, and NA treatment (0.5 mg kg −1 , s.c.) induced a significant elevation in oxygen consumption compared with control (saline) injection. However, the increase in oxygen consumption following injection of NA was not significantly different between winter and summer. Our results show that the ability to produce heat via NST seems to be available throughout the year and that G. moholi is able to change NST capacity within a very short time frame in response to cold spells. Together with results from studies on other (Afro-)tropical heterotherms, which also indicate low or even absent seasonal difference in NST capacity, this raises the question of whether the definition of NST needs to be refined for (Afro-)tropical mammals."
"Galago moholi","https://scispace.com/paper/galago-moholi-ozwu1lha","2022","Journal Article","CABI Compendium","S Bearder
M Svensson
TM Butynski","10.1079/cabicompendium.82008","https://www.researchgate.net/profile/Magdalena-Svensson-2/publication/338621877_Southern_Lesser_Galago_Galago_moholi/links/5e20089892851cafc3873ce5/Southern-Lesser-Galago-Galago-moholi.pdf","… Galago m. bradfieldi occupies the western part of the species’ range. Recorded from the Waterberg, northern Namibia, northwards into central south Angola, and eastwards through …","This datasheet on Galago moholi covers Identity, Distribution."
"The hustle and bustle of city life: monitoring the effects of urbanisation in the African lesser bushbaby","https://scispace.com/paper/the-hustle-and-bustle-of-city-life-monitoring-the-effects-of-c99oef3uss","2015","Journal Article","Naturwissenschaften","Juan Scheun
Nigel C. Bennett
Andre Ganswindt
Julia Nowack
Julia Nowack","10.1007/S00114-015-1305-4","","… We attempted to elucidate the effects of urbanisation on the African lesser bushbaby, Galago moholi, by (1) recording activity budgets and body condition (body mass index, BMI) of …","Urbanisation has become a severe threat to pristine natural areas, causing habitat loss and affecting indigenous animals. Species occurring within an urban fragmented landscape must cope with changes in vegetation type as well as high degrees of anthropogenic disturbance, both of which are possible key mechanisms contributing to behavioural changes and perceived stressors. We attempted to elucidate the effects of urbanisation on the African lesser bushbaby, Galago moholi, by (1) recording activity budgets and body condition (body mass index, BMI) of individuals of urban and rural populations and (2) further determining adrenocortical activity in both populations as a measure of stress via faecal glucocorticoid metabolite (fGCM) levels, following successful validation of an appropriate enzyme immunoassay test system (adrenocorticotropic hormone (ACTH) challenge test). We found that both sexes of the urban population had significantly higher BMIs than their rural counterparts, while urban females had significantly higher fGCM concentrations than rural females. While individuals in the urban population fed mainly on provisioned anthropogenic food sources and spent comparatively more time resting and engaging in aggressive interactions, rural individuals fed almost exclusively on tree exudates and spent more time moving between food sources. Although interactions with humans are likely to be lower in nocturnal than in diurnal species, our findings show that the impact of urbanisation on nocturnal species is still considerable, affecting a range of ecological and physiological aspects."
