"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Species density of Galago moholi at Loskop Dam Nature Reserve, South Africa","https://scispace.com/paper/lRMV2bba8SsJ","","","","IS Ray
BT Wren
E Bowers","","https://www.academia.edu/download/90160462/Vol_12_-_Ray_et_al.pdf","… The only member of the genus Galago endemic to this study’s research site in Mpumalanga… by providing current data on galago population size and distribution in southern Africa. …",""
"Lack of torpor in free-ranging southern lesser galagos, Galago moholi: ecological and physiological considerations","https://scispace.com/paper/lack-of-torpor-in-free-ranging-southern-lesser-galagos-1zdcceql4o","2006","Journal Article","Folia Primatologica","Nomakwezi Mzilikazi
Judith C. Masters
Barry G. Lovegrove","10.1159/000095392","https://www.researchgate.net/profile/Judith-Masters/publication/297884820_Why_the_lack_of_torpor_in_small_mainland_African_primates_The_case_of_the_lesser_bushbaby_Galago_moholi/links/5f957430299bf1b53e43a479/Why-the-lack-of-torpor-in-small-mainland-African-primates-The-case-of-the-lesser-bushbaby-Galago-moholi.pdf","… 2053615 and 2053616 (Conservation and Management of Ecosystems and Biodiversity) to … from the Cannon Collins Educational Trust for Southern Africa to NM Any opinions, findings …","Studies investigating heterothermy under natural conditions are particularly scarce for tropical species. However, heterothermy patterns in tropical and subtropical environments often differ markedly from those observed in arctic and temperate species. The investigation of heterothermy in strepsirhine primates has focussed largely on the Malagasy cheirogaleids. In addition, a physiological verification of torpor occurrence in mainland strepsirhines is important with regard to arguments pertaining to the colonization of Madagascar by strepsirhine primates. We measured body temperatures of 11 free-ranging Galago moholi, between February 2002 and September 2003, for 3 consecutive months for each animal. No incidents of heterothermy were recorded throughout the study period. We considered how physiological and ecological aspects of G. moholi biology might have obviated the use of torpor. It was suggested that the breeding pattern observed in G. moholi prevented torpor use whilst increasing fecundity, and that the ecological costs of torpor far outweighed the energetic costs. This study highlights the need for more studies on free-ranging animals to elucidate the physiological, ecological and phylogenetic constraints and determinants of torpor use. Furthermore, if convincing arguments are to be made regarding the possible role of heterothermy in species dispersal, more data from free-ranging animals are needed."
"First report of the thick-tailed bushbaby (Otolemur crassicaudatus) being preyed upon by an endemic carnivore (Caracal caracal) in South Africa","https://scispace.com/paper/first-report-of-the-thick-tailed-bushbaby-otolemur-41adxnzjxa","2021","Journal Article","African Zoology","FP Cuozzo
Ali Halajian
Michelle L. Sauther
KM Rampedi
James B. Millette","10.1080/15627020.2021.1949389","https://repository.up.ac.za/bitstreams/9ecdfd84-5da1-4892-bcc5-f5348ba790d6/download","… endemic strepsirrhine primate in this region of southern Africa is Galago moholi, the southern lesser galago… data on the stomach contents of endemic carnivores similar in size to, or …","To date, there have been few published reports of Caracal spp. (or other non-domestic carnivores) preying upon nocturnal strepsirrhine primates anywhere in continental Africa. However, in South Afr..."
"Looking Ahead: Predicting the Possible Ecological and Physiological Response of Galago Moholi to Environmental Change","https://scispace.com/paper/looking-ahead-predicting-the-possible-ecological-and-6euw0gbd","2023","Journal Article","International Journal of Primatology","Juan Scheun
Julia Nowack","10.1007/s10764-023-00373-8","https://link.springer.com/content/pdf/10.1007/s10764-023-00373-8.pdf","… Due to the large-scale threat climate change poses in southern Africa, conservation strategies … to assist in species conservation practices (Gillson et al., 2013). Thus, to enhance any …","Abstract Large scale changes to the natural environment, due to both climate change and direct human activities (e.g., urbanization), pose a great risk to biodiversity. As this realization has set in, the number of studies modelling and monitoring the effect of environmental change on species response and survival has increased significantly; however, these studies focus on flagship species, often neglecting the lesser-known, cryptic species, which include the nocturnal primates. This is especially true for the 20 species of galago who, despite their large distribution throughout Africa, have had little to no research conducted on the effect of environmental change on population fitness and long-term survival. With urbanization set to increase throughout their distribution range, along with an increase in climate change parameters (e.g., increased temperature and a decrease in annual rainfall), the most studied species of the family, namely the African lesser bushbaby Galago moholi, provides an ideal model to assess the impact of future environmental change on galago species. In this review, we discuss the possible impact of environmental change on G. moholi and specifically focus on the effect of environmental change on feeding ecology, genetics, thermal biology, and reproduction, all of which contribute to the fitness and survival of the species. We also highlight the need for specific, long-term research to be conducted on the effect of environmental change on the survival likelihood of G. moholi and other galago species. "
"Spicing up the menu: evidence of fruit feeding in Galago moholi","https://scispace.com/paper/spicing-up-the-menu-evidence-of-fruit-feeding-in-galago-eiaw0s1gag","2014","Journal Article","Primates","Juan Scheun
Nigel C. Bennett
Andre Ganswindt
Julia Nowack","10.1007/S10329-014-0420-8","https://repository.up.ac.za/bitstream/handle/2263/41082/Scheun_Spicing_2014.pdf;sequence=1","… The African lesser bushbaby inhabits a variety of environments in southern Africa. It is … Marti Koen for their hospitality and permission to work at Buffelsdrift conservation area. The …","The African lesser bushbaby, Galago moholi, is described as a food specialist, feeding exclusively on small arthropods and gum primarily from Acacia karroo trees. We studied a population of G. moholi in a highly fragmented habitat in the southernmost part of its natural distributional range in South Africa. In this habitat, we opportunistically observed bushbabies feeding on fruits of the winter fruiting tree, Pappea capensis. Plot counts of tree composition revealed that although the dominant tree species in the area belonged to the genus Acacia, A. karroo trees were widely absent and gum could only be found in small quantities on other Acacia species. The analysis of P. capensis fruits showed high levels of protein, fat, and energy content, making the fruits a potentially important food source for G. moholi during winter when insect availability is low. Our observation is the first documented case of fruit feeding in G. moholi, suggesting that the species is not a food specialist as previously reported but can supplement its diet with fruit when available."
"The discovery, biodiversity and conservation of Mabu forest—the largest medium-altitude rainforest in southern Africa","https://scispace.com/paper/the-discovery-biodiversity-and-conservation-of-mabu-forest-swlbkvlt7i","2014","Journal Article","Oryx","Julian Bayliss
Jonathan Timberlake
William R. Branch
Carl Bruessow
Steve C. Collins
Colin Congdon
Michael Curran
Camila de Sousa
Robert J Dowsett
Françoise Dowsett-Lemaire
Lincoln Fishpool
Timothy Harris
Eric Herrmann
Stephen Georgiadis
Mirjam Kopp
Bruce Liggitt
Ara Monadjem
Hassam Patel
Daniel Ribeiro
Claire N. Spottiswoode
Peter J. Taylor
Simon Willcock
Paul Smith","10.1017/S0030605313000720","https://repository.up.ac.za/bitstreams/534e1fac-52ed-47e7-bd59-4fdd9d437c3d/download","… endemic species. Here we present the main findings from a series of scientific expeditions to one of these inselbergs, Mt Mabu, and discuss the conservation … type in southern Africa. To …","The montane inselbergs of northern Mozambique have been comparatively little-studied, yet recent surveys have shown they have a rich biodiversity with numerous endemic species. Here we present the main findings from a series of scientific expeditions to one of these inselbergs, Mt Mabu, and discuss the conservation implications. Comprehensive species lists of plants, birds, mammals and butterflies are presented. The most significant result was the discovery of a c. 7,880 ha block of undisturbed rainforest, most of it at medium altitude (900–1,400 m), a forest type that is not well represented elsewhere. It is possibly the largest continuous block of this forest type in southern Africa. To date, 10 new species (plants, mammals, reptiles and butterflies) have been confirmed from Mt Mabu, even though sampling effort for most taxonomic groups has been low. The species assemblages indicate a relatively long period of isolation and many species found are at the southern limit of their range. Conservationists are now faced with the challenge of how best to protect Mt Mabu and similar mountains in northern Mozambique, and various ways that this could be done are discussed."
"Shedding light on the trade in nocturnal galagos","https://scispace.com/paper/h6-K7tUrwxgJ","","","","MS Svensson
TQ Morcatty
V Nijman","","https://www.researchgate.net/profile/Magdalena-Svensson-2/publication/351097522_Shedding_light_on_the_trade_in_nocturnal_galagos/links/6086870f8ea909241e266298/Shedding-light-on-the-trade-in-nocturnal-galagos.pdf","… , East Africa and Southern Africa. We found that the number of reports on galagos being traded … Here we focus on the trade in galagos (also known as bushbabies), a group of nocturnal …",""
"Conservation biology of the gaboon adder (Bitis gabonica) in South Africa","https://scispace.com/paper/conservation-biology-of-the-gaboon-adder-bitis-gabonica-in-3zl9ik7vc6","2009","Dissertation","","Jonathan Kirk Warner","","https://biblioteca.biofund.org.mz/wp-content/uploads/2018/11/1542723759-F1580.Warner_Conservation%20Biology%20Of%20Bittis%20Gabonica-With%20Maps.Pdf","… Southern Africa currently focus on phylogenetics and the establishment of an alpha-level … One of many species of conservation concern in South Africa, the Gaboon Adder (in South …",""
"An Evaluation of the Oral Microbiome and Potential Zoonoses of the Southern Thick-Tailed or Greater Galago (Otolemur crassicaudatus).","https://scispace.com/paper/FK2K3MEuoicJ","","","","A Kotze
DL Dalton
M Strinden
ML Sauther","","http://www.primate-sg.org/storage/african-primates-journal/volume-11/African%20Primates%20Vol%20111%202016%20Kotze%20et%20al.pdf","… galago (Otolemur crassicaudatus) is ubiquitous throughout parts of southern Africa they are thought to be of little conservation risk… and/or domestic animal populations of southern Africa. …",""
"The distribution and protection of mammals endemic to southern Africa","https://scispace.com/paper/the-distribution-and-protection-of-mammals-endemic-to-2sus2zlkd5","1992","Journal Article","South African Journal of Wildlife Research - 24-month delayed open access","W.R. Siegfried
C.A. Brown","","https://journals.co.za/doi/pdf/10.10520/EJC116888","… The model was used to assess the location and number of reserves required to represent all the mammal species in at least one grid square in southern Africa. A total of 337 reserves …","An analysis of the distributions of southern Africa's resident, breeding, terrestrial mammalian species, excluding naturalized aliens, indicates that the existing arrangement of nature reserves in the region corresponds closely with an ideal (hypothetical) configuration for maximizing protection of this fauna, especially in the eastern and north-eastern sectors of the region. The existing arrangement, however, falls considerably short of an ideal configuration if endemic species alone are considered. The north-western Karoo and the south-western Cape are the areas most in need of additional reserves. There is also a need for additional information on the distribution, abundance and ecology of representatives of the endemic fauna.
'n Verspreidingsanalise van suider Afrika se inheemse, voortplantende en terrestriele soogdierspesies, uitsluitende aangepaste uitheemse spesies, dui aan dat die bestaande verspreiding van natuurreservate ten nouste ooreenstem met die ideale (hipotetiese) konfigurasie vir die maksimale beskerming van hierdie fauna. Dit is veral van toepassing in die oostelike en noord-oostelike sektore van die gebied. Indien slegs endemiese spesies oorweeg word, skiet die bestaande verspreiding egter ver te kort teenoor die ideale konfigurasie. Die gebiede met die grootste behoefte aan addisionele reservate vir die beskerming van endemiese spesies is die noord-westelike Karoo en die suid-westelike Kaap. Daar bestaan ook 'n behoefte vir addisionele soogeografiese en ekologiese navorsing op die endemiese soogdierfauna van suider Afrika."
