"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Species Tree Estimation Using ASTRAL: How Many Genes Are Enough?","https://scispace.com/paper/species-tree-estimation-using-astral-how-many-genes-are-47nst3vedp","2018","Journal Article","IEEE/ACM Transactions on Computational Biology and Bioinformatics","Shubhanshu Shekhar
Sebastien Roch
Siavash Mirarab","10.1109/TCBB.2017.2757930","https://scispace.compdf/species-tree-estimation-using-astral-how-many-genes-are-47nst3vedp.pdf","Species tree reconstruction from genomic data is increasingly performed using methods that account for sources of gene tree discordance such as incomplete lineage sorting. One popular method for reconstructing species trees from unrooted gene tree topologies is ASTRAL. In this paper, we derive theoretical sample complexity results for the number of genes required by ASTRAL to guarantee reconstruction of the correct species tree with high probability. We also validate those theoretical bounds in a simulation study. Our results indicate that ASTRAL requires $O(f^{-2}\log n)$ gene trees to reconstruct the species tree correctly with high probability where $n$ is the number of species and $f$ is the length of the shortest branch in the species tree. Our simulations, some under the anomaly zone, show trends consistent with the theoretical bounds and also provide some practical insights on the conditions where ASTRAL works well.","Shubhanshu Shekhar,Sebastien Roch,Siavash Mirarab (Corresponding Author) Keywords: Index terms-Phylogenetics, Species tree estimation, Incomplete lineage sorting, Sample complexity, ASTRAL Introduction:
 Evolutionary relationships between organisms are typically represented in the form of a phylogeny known as a species tree. Each branching point in a species tree represents a historical speciation event. Introduction:
 On the other hand, phylogenies of individual parts of genomes of extant species do not always follow the same patterns as the speciation events. This discordance can be due to various biological processes that include incomplete lineage sorting (ILS), duplication and loss, horizontal gene transfer, and hybridization . Introduction:
 These processes can impact not only functional genes but any region of the genome; however, following the convention, we use the term gene tree to refer to a tree specific to a single region of the genome. Introduction:
 The potential discordance between gene trees and species tree has motivated a growing set of methods for inferring species trees while accounting for these differences . Most existing techniques focus on one of the biological causes of discordance (but there are exceptions ). Introduction:
 In particular ILS, a ubiquitous cause of discordance found in many datasets , has been the subject of much interest. Introduction:
 ILS is best understood by considering the interplay between phylogenetics and the population genetic coalescent process . Introduction:
 The most widely used model to study ILS is the multispecies Table : Versions of ASTRAL, their constraint set (X), and time complexity with n (the number of species), m (the number of genes), and |X|. Version:
 Constrain set (X) Time coalescent model (MSC) . Version:
 Under the MSC model, to generate a gene tree, the Kingman's coalescent process  is followed on each species tree branch, which represents a population and is often assumed to have a fixed population size; all lineages that reach the top of a branch are copied to the ancestral population, which follows its own coalescent process. Version:
 When two lineages from two different species fail to coalesce in their lowest common ancestral population, they both go back to an earlier branch where alleles from other species are also present; there, the two lineages may first coalesce with lineages from those other species before coalescing with each other. Version:
 When this happens, the resulting lineage tree differs from the species tree, and is said to experience ILS. When only concerned with gene tree topologies, species tree branch lengths can be specified in coalescent units (the number of generations divided by the effective population size) . Version:
 A species tree with branch lengths in coalescent units uniquely defines a distribution on gene tree topologies  under the MSC model. Version:
 Species tree estimation despite ILS is possible using an array of methods that use various strategies, including co-estimation of gene trees and species tree , species tree estimation without gene trees , and two-step approaches, which first estimate all gene trees independently and then combine them using a summary method (e.g., )."
"Patrones genómicos de divergencia en el complejo Anthothoe del hemosferio sur Implicancias para la delimitación de especies en las anémonas de mar (orden actiniaria).","https://scispace.com/paper/patrones-genomicos-de-divergencia-en-el-complejo-anthothoe-4rikgarvg8","2018","Dissertation","","Spano Pérez
Carlos Alberto","","https://scispace.com/pdf/patrones-genomicos-de-divergencia-en-el-complejo-anthothoe-4rikgarvg8.pdf","Sea anemones (order Actiniaria) constitute a relatively well defined group within the phylum Cnidaria and are characterized as soft-bodied, generally solitary polyps that inhabit marine environments worldwide. During the last two centuries, morphology-based taxonomy permitted the proliferation of species descriptions given the conspicuous phenotypic variability of these seemingly simple animals. The molecular revolution and the debate over the species concept led in recent decades to re-evaluate the species hypothesis within many taxa, including Actiniaria. The problem in this group, however, is accentuated by the inadequacy of most taxonomic descriptions, high levels of morphological convergences, and the lack of knowledge about the structure and evolution of the diagnostic features presently used for taxa determination. Furthermore, signs of morphological variability at micro-scale has been accumulating for many of the characteristics frequently required to distinguish anemone species. Spatial distribution has been emerging instead as a more reliable variable to explain cryptic","based on their external appearance (e.g. sibling or cryptic species). Nevertheless, inferring species boundaries from phylogenetic trees persists as a fundamental problem in evolutionary genetics and therefore, this general observation is still an untested hypothesis for this group. Integrated approaches and future directions:
 No single character is able to fully distinguish closely related species because differences clearly associated with interspecific boundaries in some cases might represent intraspecific polymorphisms in others. For example,  found out that the biochemical genetic variability of the plumose anemone Metridium senile did not relate to geographically distinct populations but rather to what he called ecophenotypes, or morphological forms determined by habitat conditions. The main reason why these sort of variations have led to incompatible species concepts is that they naturally arise at different times during lineage splitting (de . Gene trees (i.e. phylogenies from DNA sequences or single nucleotide polymorphisms) are especially useful to follow these divergence patterns as they contain different types of mutations-with different rates and phenotypic outcomes-that we can model mathematically. Integrated approaches and future directions:
 When two species (or populations) first become isolated from one another, they will retain more or less copies of the same ancestral alleles mainly due to these differences. Some gene lineages will consequently appear more closely related among sister species than within recently divergent populations; thus making the phylogeny of genes not always match the phylogeny of the species that carry those genes (reviews by . The multispecies coalescent:
 Conflicting branching patterns between genes trees and the overall species-level phylogeny (or species tree) is commonly known as the gene tree discordance . There are many possible causes for this phenomenon including horizontal gene transfer, gene duplication, hybridization, and incomplete lineage sorting . The multispecies coalescent:
 The latter case considers that shared polymorphisms between closely related species are mainly because the process of stochastic sorting of gene lineages (or lineage sorting;  has not yet been completed . This hypothesis not only has been particularly studied in the past decades for its likely occurrence in nature, but also has been extensively modelled using 'the coalescent' . Basically, the coalescent theory sustains that all selectively neutral alleles of a species should eventually lead to their most recent common ancestor by looking backwards in time to the point at which they originally coalesce (i.e. come together). The time that this takes to happen varies enormously among groups but follow an exponential distribution which is quantifiable primarily by the effective population size . The relationship between these parameters thus provides a direct link to the coalescent model to infer the species tree from the set of gene trees that give rise to the actual data."
"Distance-based species tree estimation under the coalescent: Information-theoretic trade-off between number of loci and sequence length","https://scispace.com/paper/distance-based-species-tree-estimation-under-the-coalescent-24wznddndu","2017","Journal Article","Annals of Applied Probability","Elchanan Mossel
Sebastien Roch","10.1214/16-AAP1273","https://scispace.com/pdf/distance-based-species-tree-estimation-under-the-coalescent-24wznddndu.pdf","We consider the reconstruction of a phylogeny from multiple genes under the multispecies coalescent. We establish a connection with the sparse signal detection problem, where one seeks to distinguish between a distribution and a mixture of the distribution and a sparse signal. Using this connection, we derive an information-theoretic trade-off between the number of genes, $m$, needed for an accurate reconstruction and the sequence length, $k$, of the genes. Specifically, we show that to detect a branch of length $f$, one needs $m=\Theta(1/[f^{2}\sqrt{k}])$ genes.","unconditional coalescence time for P 0 and this extends to a coupling of the distances between the sequences. Thus, P 1 is obtained by conditioning Q on the event that Z is ≤ f and σ f is the probability of that event. Further definitions.:
 More generally (this paragraph may be skipped as it will not play a role below), consider a species tree S = (V , E; L, r) with n leaves. Each gene j = 1,...,m has a genealogical history represented by its gene tree T j distributed according to the following process: looking backwards in time, on each branch of the species tree, the coalescence of any two lineages is exponentially distributed with rate 1, independently from all other pairs; whenever two branches merge in the species tree, we also merge the lineages of the corresponding populations, that is, the coalescence proceeds on the union of the lineages. More specifically, the probability density of a realization of this model for m independent genes is where, for gene j and branch e, I e j is the number of lineages entering e, O e j is the number of lineages exiting e,a n dσ e,ℓ j is the ℓth coalescence time in e;f o r convenience, we let σ e,0 j and σ e,I e j −O e j +1 j be respectively the divergence times of e and of its parent population. The resulting trees T j s may have topologies that differ from that of the species tree S. This may occur as a result of an incomplete lineage sorting event, that is, the failure of two lineages to coalesce in a population; see Figure  for an illustration. Further definitions.:
 A more abstract setting. Before proving Theorem 1, we reset the problem in a more generic setting that will make the computations more transparent. Let P 0 and P 1 denote two different distributions for a random variable X supported on [0, 1]. Given these distributions, we define two distributions, which we will also denote FIG.  . An incomplete lineage sorting event. Although 1 and 2 are more closely related in the species tree (fat tree), 2 and 3 are more closely related in the gene tree (thin tree). This incongruence is caused by the failure of the lineages originating from 1 and 2 to coalesce within the shaded branch. Further definitions.:
 by P 0 and P 1 , for a random variable θ taking values in {0,...,k} for some k.These are defined by (2.1) Further definitions.:
 where E i is the expectation operator corresponding to P i for the random variable X defined on [0, 1]. As before, we let Further definitions.:
 for some σ f = O(f). We make the following assumptions which are satisfied in the setting of the previous section. Further definitions.:
 A1. Disjoint supports: X admits a density whose support is (p 0 ,p 0 ) under P 0 and (p 0 − φ f ,p 0 ) under P 1 ,where0<p 0 <p 0 < 1 (independent of f )andφ f = O(f). [In the setting of Lemma 2,"
"Effect of Different Types of Sequence Data on Palaeognath Phylogeny","https://scispace.com/paper/effect-of-different-types-of-sequence-data-on-palaeognath-2dinkqrf","2023","Journal Article","Genome Biology and Evolution","Naoko Takezaki","10.1093/gbe/evad092","https://scispace.com/pdf/effect-of-different-types-of-sequence-data-on-palaeognath-2dinkqrf.pdf","Abstract Palaeognathae consists of five groups of extant species: flighted tinamous (1) and four flightless groups: kiwi (2), cassowaries and emu (3), rheas (4), and ostriches (5). Molecular studies supported the groupings of extinct moas with tinamous and elephant birds with kiwi as well as ostriches as the group that diverged first among the five groups. However, phylogenetic relationships among the five groups are still controversial. Previous studies showed extensive heterogeneity in estimated gene tree topologies from conserved nonexonic elements, introns, and ultraconserved elements. Using the noncoding loci together with protein-coding loci, this study investigated the factors that affected gene tree estimation error and the relationships among the five groups. Using closely related ostrich rather than distantly related chicken as the outgroup, concatenated and gene tree–based approaches supported rheas as the group that diverged first among groups (1)–(4). Whereas gene tree estimation error increased using loci with low sequence divergence and short length, topological bias in estimated trees occurred using loci with high sequence divergence and/or nucleotide composition bias and heterogeneity, which more occurred in trees estimated from coding loci than noncoding loci. Regarding the relationships of (1)–(4), the site patterns by parsimony criterion appeared less susceptible to the bias than tree construction assuming stationary time-homogeneous model and suggested the clustering of kiwi and cassowaries and emu the most likely with ∼40% support rather than the clustering of kiwi and rheas and that of kiwi and tinamous with 30% support each.","the relationships among the five groups (fig. ) are variably supported (T4, T7, T13, and T14; see more details for the legend of fig. ) and often accompanied by low statistical support (e.g., . Introduction:
 The difficulty of resolving the phylogenetic relationships among the groups within palaeognaths is presumably due to short intervals of lineage divergences and rate variation among the lineages ). When divergences of multiple lineages occur in short intervals, the phylogenetic relationships at each locus (gene trees) can be different from locus to locus by incomplete lineage sorting (ILS), which occurs in the coalescent process of alleles in the ancestral population and may not be congruent with the phylogenetic relationships of species (e.g., . The phylogenetic trees have been constructed from concatenated sequence of multiple loci to reduce the effect of sampling error particularly to resolve the divergence patterns within short intervals . However, the concatenation approach can be inconsistent in extreme cases of ILS . In the presence of ILS, species trees can be estimated by approaches that take the coalescent process into account (e.g., ). Summary gene tree methods, in which gene trees are estimated first, are commonly used, because the methods in which gene trees and species tree are estimated simultaneously (e.g., ) are computationally demanding. However, summary gene tree-based methods can perform poorly when estimation errors are present in gene trees (DeGiorgio and Degnan 2010; . Moreover, estimated gene trees are error-prone due to the limited sequence length. The existence of recombination breakpoint(s) within a locus can also cause error in the estimated gene tree. In addition, unbalanced sampling of loci with different underlying gene trees due to ILS can cause error in species tree estimation. The neutrality of sequence evolution that the multispecies coalescent methods assume may not hold in actual data (e.g., . Cases in which extensive heterogeneity of gene trees was caused by estimation error in actual data were reported ). Introduction:
 In the case of the palaeognath phylogeny, extensive heterogeneity of topologies was observed among estimated gene trees ). However, the extent of error in gene tree estimation and its effect on the species tree estimation are unknown. The accuracy of phylogenetic trees can be affected by many factors such as species included, substitution model used, sequence length, the extent of sequence divergence, long branch attraction , and data type (e.g., coding vs. noncoding, ). These factors can create not only the sampling errors but also bias in gene tree estimation. Introduction:
 In this study, the extent and the effect of gene tree estimation error on the phylogenetic relationships of palaeognaths and the factors that affect gene tree estimation error and the phylogenetic relationships of the palaeognath groups were investigated using sequence data from"
"Phylogenetic Trees and Networks Can Serve as Powerful and Complementary Approaches for Analysis of Genomic Data.","https://scispace.com/paper/phylogenetic-trees-and-networks-can-serve-as-powerful-and-hdj61sojhj","2020","Journal Article","Systematic Biology","Christopher Blair
Christopher Blair
Cécile Ané","10.1093/SYSBIO/SYZ056","https://scispace.com/pdf/phylogenetic-trees-and-networks-can-serve-as-powerful-and-hdj61sojhj.pdf","Genomic data have had a profound impact on nearly every biological discipline. In systematics and phylogenetics, the thousands of loci that are now being sequenced can be analyzed under the multispecies coalescent model (MSC) to explicitly account for gene tree discordance due to incomplete lineage sorting (ILS). However, the MSC assumes no gene flow post divergence, calling for additional methods that can accommodate this limitation. Explicit phylogenetic network methods have emerged, which can simultaneously account for ILS and gene flow by representing evolutionary history as a directed acyclic graph. In this point of view, we highlight some of the strengths and limitations of phylogenetic networks and argue that tree-based inference should not be blindly abandoned in favor of networks simply because they represent more parameter rich models. Attention should be given to model selection of reticulation complexity, and the most robust conclusions regarding evolutionary history are likely obtained when combining tree- and network-based inference.","Title: Point-of-view/Opinion Phylogenetic trees and networks can serve as powerful and complementary approaches for analysis of genomic data Authors: Christopher Blair (Corresponding Author),Cécile Ané Keywords: coalescence, phylogenomics, reticulations, gene flow, species tree, species network"
"An Invariants-based Method for Efficient Identification of Hybrid Species From Large-scale Genomic Data","https://scispace.com/paper/an-invariants-based-method-for-efficient-identification-of-42ze0m40xj","2015","Posted Content","bioRxiv","Laura Kubatko
Julia Chifman","10.1101/034348","https://scispace.com/pdf/an-invariants-based-method-for-efficient-identification-of-42ze0m40xj.pdf","Coalescent-based species tree inference has become widely used in the analysis of genome-scale multilocus and SNP datasets when the goal is inference of a species-level phylogeny. However, numerous evolutionary processes are known to violate the assumptions of a coalescence-only model and complicate inference of the species tree. One such process is hybrid speciation, in which a species shares its ancestry with two distinct species. Although many methods have been proposed to detect hybrid speciation, only a few have considered both hybridization and coalescence in a unified framework, and these are generally limited to the setting in which putative hybrid species must be identified in advance. Here we propose a method that can examine genome-scale data for a large number of taxa and detect those taxa that may have arisen via hybridization, as well as their potential ``parental'' taxa. The method is based on a model that considers both coalescence and hybridization together, and uses phylogenetic invariants to construct a test that scales well in terms of computational time for both the number of taxa and the amount of sequence data. We test the method using simulated data for up 20 taxa and 100,000bp, and find that the method accurately identifies both recent and ancient hybrid species in less than 30 seconds. We apply the method to two empirical datasets, one composed of Sistrurus rattlesnakes for which hybrid speciation is not supported by previous work, and one consisting of several species of Heliconius butterflies for which some evidence of hybrid speciation has been previously found.","Genomic Data -Source link Authors: Laura S Kubatko (Corresponding Author),Julia Chifman Keywords: Hybrid speciation and Coalescent theory ABBA-BABA, Coalescence, Hybridization, Phylogenetic invariants Background:
 Large-scale genomic data present many challenges in the inference of the evolutionary history of a collection of species. The most notable of these is the development of methods for inferring species-level phylogenetic relationships from multiple gene alignments that simultaneously incorporate the evolutionary processes that are known to contribute to variability in histories for the individual genes. Two important processes are incomplete lineage sorting (ILS) and hybridization . ILS results when two gene copies fail to coalesce in the most recent ancestral population and is commonly modeled by the coalescent process, which provides a link between the species tree and the gene trees that represent the phylogenetic history for each gene . In particular, multispecies coalescent theory models probabilities of rooted gene tree topologies within a given rooted species tree topology and has been used to derive the various probability distributions on gene trees given a particular species tree . To date, many methods have been proposed for estimation of species phylogeny from multi-locus data based on the coalescent process (e.g., BEST , *BEAST , STEM , MP-EST , SNAPP , SVDquartets (nowimplemented in PAUP* ), ASTRAL , among others). Background:
 Hybridization is another evolutionary process that can cause variability in gene trees within the containing species tree. It generally refers to the interbreeding of individuals from distinct populations, resulting in the production of a hybrid species that shares genetic information with both parental species. Hybridization between distinct species can occur for many generations with fertile offspring, making it possible for a new species to be formed. If the hybridization does not result in the formation of a new lineage, the process is termed introgression or introgressive hybridization . Despite the earlier belief that hybridization was rare, numerous recent studies have shown that hybrid speciation occurs in both plants and animals . Hybridization has been recognized as an important mechanism for the evolution of new species and recent estimates indicate that approximately 25% of plants and 10% of animals hybridize . However, inference of hybridization cannot be based solely on observed gene tree variability since other processes (e.g., incomplete lineage sorting and gene duplication and loss) may contribute to disagreements in single-gene phylogenies ."
"A tree of geese: A phylogenomic perspective on the evolutionary history of True Geese.","https://scispace.com/paper/a-tree-of-geese-a-phylogenomic-perspective-on-the-7hmyh6ioa0","2016","Journal Article","Molecular Phylogenetics and Evolution","Jente Ottenburghs
Hendrik-Jan Megens
Robert H. S. Kraus
Ole Madsen
Pim van Hooft
Sipke E. van Wieren
Richard P. M. A. Crooijmans
Ronald C. Ydenberg
Martien A. M. Groenen
Herbert H. T. Prins","10.1016/J.YMPEV.2016.05.021","","","trend that led to the establishment of a circumpolar tundra belt and the emergence of tem perate grasslands. Our approach will be a fruitful strategy for resolving many other complex evolutionary histories at the level of genera, species, and subspecies. Introduction:
 Incongruence between phylogenies generated from different sets of genetic and phenotypic data poses a significant challenge in evolutionary biology. Such incongruence can be caused by ana lytical shortcomings , such as issues with limited taxon sampling, unmet assumptions in the modelling of sequence evolution, and the choice of different opti mality criteria . Phylogenetic incongruence can also be generated by biolog ical processes, such as hybridization, incomplete lineage sorting and gene duplication . Differentiation between these causes of incongruence is essential to unravel complex speciation and diversification events. Introduction:
 Although phylogenetic incongruence compromises the estima tion of species trees, it can be a virtue for the evolutionary biolo gist, who attempts to better understand complex speciation events that are often obscured by rapid diversification and hybridization . Genomes are mosaics of many different gene his tories  that can be compared to deduce the species tree, while also gaining more insights into intricate events of the speciation process, such as hybridization episodes or bursts of rapid diversification . In addition, conflicting gene histories can also be used to infer population sizes and divergence times . Analysing phylogenetic incongruence from a genomic perspective of diverse gene histories will lead to a more complete picture of the speciation process. Introduction:
 The occurrence of phylogenetic incongruence is a common and widespread phenomenon: analyses of different genes often lead to discordant gene trees . Consequently, several methods have been developed to estimate the species tree from a collection of contrasting gene trees . In concatenation (or supermatrix) meth ods all sampled genes are concatenated and analysed as a single ''supergene"" . Supertree methods, on the other hand, involve separate analyses of the sampled genes and subsequent integration of the resulting trees into a species tree . Certain supertree methods incorporate the multi species coalescent model to estimate the species tree from a set of heterogeneous gene trees . The multispecies coalescent model extends the classical coalescent  to multiple populations and describes gene trees as indepen dent random variables generated from the coalescence process occurring along lineages of the species tree . A number of coalescent based methods have been developed to esti mate the species tree from multigene sequence data, including Bayesian (e.g., BUCKy,  and likelihood approaches (e.g., STEM, . Coalescent based methods have been successfully implemented to disentangle the complex evolutionary history of several closely related bird species ."
"Recent Trends in Molecular Phylogenetic Analysis: Where to Next?","https://scispace.com/paper/recent-trends-in-molecular-phylogenetic-analysis-where-to-4m1hp2re5m","2011","Journal Article","Journal of Heredity","Christopher Blair
Robert W. Murphy","10.1093/JHERED/ESQ092","https://scispace.com/pdf/recent-trends-in-molecular-phylogenetic-analysis-where-to-4m1hp2re5m.pdf","The acquisition of large multilocus sequence data is providing researchers with an unprecedented amount of information to resolve difficult phylogenetic problems. With these large quantities of data comes the increasing challenge regarding the best methods of analysis. We review the current trends in molecular phylogenetic analysis, focusing specifically on the topics of multiple sequence alignment and methods of tree reconstruction. We suggest that traditional methods are inadequate for these highly heterogeneous data sets and that researchers employ newer more sophisticated search algorithms in their analyses. If we are to best extract the information present in these data sets, a sound understanding of basic phylogenetic principles combined with modern methodological techniques are necessary.","the phylogenetic signal from these discordant gene trees is paramount in hypothesizing the most likely species tree. Therefore, several recent methods have been proposed to estimate the most likely species tree from a set of independent gene trees (reviewed in . Species Trees:
 It is now well understood that gene tree heterogeneity is ubiquitous . Factors such as horizontal gene transfer , gene duplication , recombination, hybridization and introgression , and incomplete lineage sorting  can result in gene trees that are discordant with other gene trees as well as the species tree . Several traditional and more recent methods have been used to deal with this discordance in multilocus data sets. For example, the most common way to incorporate information from multiple genes is to concatenate them into one supermatrix and analyze them as one under the total evidence approach . Concatenation assumes that the phylogenetic signal present in most partitions will swamp out the conflicting signal in others. Over the years, several methods have been developed to examine the contribution of individual gene partitions to the total evidence topology. These include partitioned Bremer support , partitioned likelihood support , and the partition addition bootstrap alteration . Given the total evidence topology, these methods quantify the support or conflict for each node calculated from each partition in either a parsimony or a likelihood framework. Indeed, it is the concatenation approach that has garnered the most attention from systematists over the past few decades and has proved effective in some genomic data sets (e.g., . Species Trees:
 Although the concatenation method may provide more phylogenetic resolution simply by increasing the number of informative characters, information about variance in gene coalescence is lost. This has spawned an exciting new era of research into methods to 1) account for gene tree discordance in estimating a species tree and 2) move away from concatenation . Species Trees:
 It is currently assumed that incomplete lineage sorting due to deep coalescence is the most common mechanism leading to incongruence among gene trees . Thus, most of the recent species tree methods do not account for the other potential factors outlined above (but see . Generally speaking, species tree methods are classified as either summary statistics based or probabilistic based . Early summary statistics approaches such as minimizing deep coalescence ) are computationally tractable but often less robust than probabilistic methods ). However, newer summary statistics methods that account for coalescence variance such as STAR and STEAC  are showing exceptional promise to construct species trees. These methods are relatively quick and can be implemented in the statistical package R."
"Understanding the Tripartite Approach to Bayesian Divergence Time Estimation","https://scispace.com/paper/understanding-the-tripartite-approach-to-bayesian-divergence-7jhxiw8dxc","2020","Monograph","","Rachel C. M. Warnock
April M. Wright","10.1017/9781108954365","https://scispace.com/pdf/understanding-the-tripartite-approach-to-bayesian-divergence-7jhxiw8dxc.pdf","","time -the larger the population, the more likely you have to go further back to recover the ancestor of two individuals. Similarly to birthdeath models, coalescent models have also undergone an enormous amount of development and provide flexible options for describing population growth . Coalescent tree models:
 Although coalescent models can incorporate extinct tips, we do not tend to use these directly to describe the evolution of species, but they can be important in estimating species trees and divergence times from genetic data. Trees based on individual genes can be quite different from the true underlying species history. This occurs when coalescence events between individuals belonging to populations of different species are older than the speciation event. This scenario is known as incomplete lineage sorting and can lead to a mismatch between gene and species trees. Following speciation, it takes time for genes to become sorted across distinct species populations, such that gene trees eventually reflect the species tree . This interval of time depends on several factors, including population size, and can be extremely long (e.g., populations of humans and chimpanzees still share genetic differences). However, the mismatch between gene and species trees can actually persist forever if genes do not become sorted before subsequent speciation events . Mismatch is most likely to occur when the branches separating speciation events are very short, irrespective of the time since speciation (i.e., whether the events are geological recent or not). This scenario creates a huge challenge when inferring the species tree. Discerning the relationships between the major lineages of birds is a good example of this issue -these events happened almost 66 myr, but the internal branches in this portion of the tree are extremely short. As a consequence, different gene trees produce conflicting topologies . In the face of considerable conflict, identifying a consensus is not straightforward. One solution is to explicitly model the evolution of genes, in combination with the speciation process, under the multi-species coalescent model . In this framework, we can apply a separate coalescent model to each gene in our dataset, and we model the speciation process using a birth-death model. We effectively assume that the gene trees are embedded within the species tree. We can use the FBD model for the species tree, meaning we can also incorporate extinct species, with or without molecular and/or morphological data . If we also have morphological characters and assume that morphology follows the species tree history, rather than being described by a coalescent model, we can use the species tree model for the morphology. This is a good example of the hierarchical and extendable nature of phylogenetic tree models, but also showcases a level of complexity that will not always be necessary to recover the correct tree."
"Evaluating multiple criteria for species delimitation: an empirical example using Hawaiian palms (Arecaceae: Pritchardia )","https://scispace.com/paper/evaluating-multiple-criteria-for-species-delimitation-an-55rb4qbz8d","2012","Journal Article","BMC Evolutionary Biology","Christine D. Bacon
Christine D. Bacon
Miles J. McKenna
Mark P. Simmons
Warren L. Wagner","10.1186/1471-2148-12-23","https://scispace.com/pdf/evaluating-multiple-criteria-for-species-delimitation-an-55rb4qbz8d.pdf","Robust species delimitations are fundamental for conservation, evolutionary, and systematic studies, but they can be difficult to estimate, particularly in rapid and recent radiations. The consensus that species concepts aim to identify evolutionarily distinct lineages is clear, but the criteria used to distinguish evolutionary lineages differ based on the perceived importance of the various characteristics of evolving populations. We examined three different species-delimitation criteria (monophyly, absence of genetic intermediates, and diagnosability) to determine whether currently recognized species of Hawaiian Pritchardia are distinct lineages. Data from plastid and nuclear genes, microsatellite loci, and morphological characters resulted in various levels of lineage subdivision that were likely caused by differing evolutionary rates between data sources. Additionally, taxonomic entities may be confounded because of the effects of incomplete lineage sorting and/or gene flow. A coalescent species tree was largely congruent with the simultaneous analysis, consistent with the idea that incomplete lineage sorting did not mislead our results. Furthermore, gene flow among populations of sympatric lineages likely explains the admixture and lack of resolution between those groups. Delimiting Hawaiian Pritchardia species remains difficult but the ability to understand the influence of the evolutionary processes of incomplete lineage sorting and hybridization allow for mechanisms driving species diversity to be inferred. These processes likely extend to speciation in other Hawaiian angiosperm groups and the biota in general and must be explicitly accounted for in species delimitation.","performed and the trees subsequently examined to determine the degree of support for monophyletic species (A1; PSCII) and for inferring robust inter-specific relationships due to decreased missing data and the use of all available characters (A2). Coalescent-species-tree analysis:
 The coalescent species tree was inferred using *BEAST in BEAST v1.6.1 . *BEAST infers coalescent species trees from multilocus data and has been shown to have advantages in computational speed and accuracy over similar methods when applied to rapid radiations  Coalescent-species-tree methods estimate each gene genealogy independently and assume that conflict between gene trees is due exclusively to incomplete lineage sorting. The sequence data from the A1 matrix was analyzed to avoid the inclusion of any potential hybrids. Each of the seven sequenced loci was unlinked to allow for variation in substitution models and the clock models for the chloroplast loci were linked to account for its presumed single hierarchical history. The analysis was run using a Yule species tree prior and the GTR+Γ model of nucleotide substitution with four rate categories. The Markov chains were run for 50 million generations and repeated 10 times to test for Markov chain Monte Carlo chain convergence and to ensure effective sample sizes (ESS) exceeded 200. Burn-in was determined in Tracer v1.5 based on ESS and parameter trajectories and was then removed in LogCombiner v1.6.1. Tree files were summarized in biopy v0.1.2 , the posterior was resampled, and the variance among 100 random resampled species trees was visualized in Densi-Tree . We also estimated a single coalescent species tree in FigTree v1.3.1 by combining all tree files in LogCombiner v.1.6.1 . We compared the coalescent species tree with the simultaneous analysis to determine whether accounting for incomplete lineage sorting resulted in a different topology. The coalescent species tree and the A1 and A2 topologies also allowed for testing of recent synonymy of species ( ; Pritchardia affinis into P. maideniana, P. aylmer-robinsonii into P. remota, P. elliptica and P. lanaiensis into P. glabrata, and P. limahuliensis into P. napaliensis)."
"Using Genomic Location and Coalescent Simulation to Investigate Gene Tree Discordance in Medicago L.","https://scispace.com/paper/using-genomic-location-and-coalescent-simulation-to-84rm20xxk2","2017","Journal Article","Systematic Biology","Filipe de Sousa
Yann J. K. Bertrand
Jeff J. Doyle
Bengt Oxelman
Bernard E. Pfeil","10.1093/SYSBIO/SYX035","https://scispace.com/pdf/using-genomic-location-and-coalescent-simulation-to-84rm20xxk2.pdf","Several well-documented evolutionary processes are known to cause conflict between species-level phylogenies and gene-level phylogenies. Three of the most challenging processes for species tree inference are incomplete lineage sorting, hybridization and gene duplication, which may result in unwarranted comparisons of paralogous genes. Several existing methods have dealt with these processes but none has yet been able to untangle all three at once. Here, we propose a stepwise method by which these processes can be discerned using information on genomic location coupled with coalescent simulations. In the first step, highly discordant genes within genomic blocks (putative paralogs) are identified and excluded from the data set and, in the second step, blocks of linked genes are grouped according to their hybrid history. Existing multispecies coalescent software can then be applied to recover the principal tree(s) that make up the species tree/network without violating the underlying model. The potential of the approach is evaluated on simulated data derived from a species network composed of nine species, of which one is of hybrid origin, and displaying a single-gene duplication that leads to paralogous comparisons. We apply our method to an empirical set of 12 genes from 7 species sampled in the plant genus Medicago that display phylogenetic discordance. We identify the causes of the discordance and demonstrate that the Medicago orbicularis lineage experienced an episode of ancient hybridization. Our results show promise as a new way to explore phylogenetic sequence data that can significantly improve species tree inference in presence of hybridization and undetected paralogy or other causes leading to extremely discordant gene trees. [Coalescent simulation; gene tree; genomic location; hybridization; incomplete lineage sorting; paralogy; phylogenetic incongruence; principal tree; species tree.].","Title: Using Genomic Location and Coalescent Simulation to Investigate Gene Tree Discordance in Medicago L Authors: F Sousa,Y J K Bertrand,J J Doyle,B Oxelman,B E Pfeil Keywords: [Coalescent simulation, gene tree, genomic location, hybridization, incomplete lineage sorting, paralogy, phylogenetic incongruence, principal tree, species tree.]"
